Account_Balance,Loan_Duration,Credit_History,Loan_Purpose,Loan_Amount,Savings,Years_Employed,Installment_Rate,Gender_and_Status,Other_Debtors_Guarantors,Year_of_Residence,Property,Age,Installment_Plans,Housing,Existing_Credits,Job,Dependents,Telephone,Foreign,Credit_Rating
(A11) ... < 0 DM,18,(A34) critical account/,(A40) car (new),3966,(A61) ... < 100 DM,(A75) .. >= 7 years,1,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,33,(A141) bank,(A151) rent,3,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,18,(A30) no credits taken/,(A49) business,4165,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",36,(A142) stores,(A152) own,2,(A173) skilled employee / official,2,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,36,(A32) existing credits paid back duly till now,(A41) car (used),8335,(A65) unknown/ no savings account,(A75) .. >= 7 years,3,(A93) male : single,(A101) none,4,(A124) unknown / no property,47,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,48,(A33) delay in paying off in the past,(A49) business,6681,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,38,(A143) none,(A153) for free,1,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,24,(A33) delay in paying off in the past,(A49) business,2375,(A63) 500 <= ... < 1000 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",44,(A143) none,(A152) own,2,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A40) car (new),1216,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",23,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,45,(A30) no credits taken/,(A49) business,11816,(A61) ... < 100 DM,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",29,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,24,(A32) existing credits paid back duly till now,(A43) radio/television,5084,(A65) unknown/ no savings account,(A75) .. >= 7 years,2,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",42,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A13) ... >= 200 DM /,15,(A32) existing credits paid back duly till now,(A43) radio/television,2327,(A61) ... < 100 DM,(A72) ... < 1 year,2,(A92) female : divorced/separated/married,(A101) none,3,(A121) real estate,25,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,12,(A30) no credits taken/,(A40) car (new),1082,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",48,(A141) bank,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,12,(A32) existing credits paid back duly till now,(A43) radio/television,886,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",21,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,4,(A32) existing credits paid back duly till now,(A42) furniture/equipment,601,(A61) ... < 100 DM,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A101) none,3,(A121) real estate,23,(A143) none,(A151) rent,1,(A172) unskilled - resident,2,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,24,(A34) critical account/,(A41) car (used),2957,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,63,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,24,(A34) critical account/,(A43) radio/television,2611,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A94) male : married/widowed,(A102) co-applicant,3,(A121) real estate,46,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,36,(A32) existing credits paid back duly till now,(A42) furniture/equipment,5179,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,2,(A122) if not A121 : building society savings agreement/,29,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,21,(A33) delay in paying off in the past,(A41) car (used),2993,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A93) male : single,(A101) none,2,(A121) real estate,28,(A142) stores,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A45) repairs,1943,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,23,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,24,(A31) all credits at this bank paid back duly,(A49) business,1559,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",50,(A141) bank,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3422,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,47,(A141) bank,(A152) own,3,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,21,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3976,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",35,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,18,(A32) existing credits paid back duly till now,(A40) car (new),6761,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",68,(A143) none,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A40) car (new),1249,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A94) male : married/widowed,(A101) none,2,(A121) real estate,28,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,9,(A32) existing credits paid back duly till now,(A43) radio/television,1364,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,3,(A93) male : single,(A101) none,4,(A121) real estate,59,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A43) radio/television,709,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A121) real estate,57,(A142) stores,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,20,(A34) critical account/,(A40) car (new),2235,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A94) male : married/widowed,(A103) guarantor,2,(A122) if not A121 : building society savings agreement/,33,(A141) bank,(A151) rent,2,(A173) skilled employee / official,1,(A191) none,(A202) no,Bad
(A14) no checking account,24,(A34) critical account/,(A41) car (used),4042,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,3,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,43,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,15,(A34) critical account/,(A43) radio/television,1471,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,35,(A143) none,(A153) for free,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,18,(A31) all credits at this bank paid back duly,(A40) car (new),1442,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,4,(A124) unknown / no property,32,(A143) none,(A153) for free,2,(A172) unskilled - resident,2,(A191) none,(A201) yes,Bad
(A14) no checking account,36,(A33) delay in paying off in the past,(A40) car (new),10875,(A61) ... < 100 DM,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",45,(A143) none,(A152) own,2,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A40) car (new),1474,(A62) 100 <= ... < 500 DM,(A72) ... < 1 year,4,(A94) male : married/widowed,(A101) none,3,(A121) real estate,33,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,10,(A32) existing credits paid back duly till now,(A48) retraining,894,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,4,(A92) female : divorced/separated/married,(A101) none,3,(A122) if not A121 : building society savings agreement/,40,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,15,(A34) critical account/,(A42) furniture/equipment,3343,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,(A124) unknown / no property,28,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,15,(A32) existing credits paid back duly till now,(A40) car (new),3959,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A92) female : divorced/separated/married,(A101) none,2,(A122) if not A121 : building society savings agreement/,29,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,9,(A32) existing credits paid back duly till now,(A40) car (new),3577,(A62) 100 <= ... < 500 DM,(A73) 1 <= ... < 4 years,1,(A93) male : single,(A103) guarantor,2,(A121) real estate,26,(A143) none,(A151) rent,1,(A173) skilled employee / official,2,(A191) none,(A202) no,Good
(A14) no checking account,24,(A34) critical account/,(A41) car (used),5804,(A64) .. >= 1000 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,2,(A121) real estate,27,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A33) delay in paying off in the past,(A49) business,2169,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A94) male : married/widowed,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",28,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,24,(A32) existing credits paid back duly till now,(A43) radio/television,2439,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,35,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,27,(A34) critical account/,(A42) furniture/equipment,4526,(A64) .. >= 1000 DM,(A72) ... < 1 year,4,(A93) male : single,(A101) none,2,(A121) real estate,32,(A142) stores,(A152) own,2,(A172) unskilled - resident,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,10,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2210,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,(A121) real estate,25,(A141) bank,(A151) rent,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A14) no checking account,15,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2221,(A63) 500 <= ... < 1000 DM,(A73) 1 <= ... < 4 years,2,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",20,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A43) radio/television,2389,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,1,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A142) stores,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,12,(A34) critical account/,(A42) furniture/equipment,3331,(A61) ... < 100 DM,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,42,(A142) stores,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,36,(A32) existing credits paid back duly till now,(A49) business,7409,(A65) unknown/ no savings account,(A75) .. >= 7 years,3,(A93) male : single,(A101) none,2,(A122) if not A121 : building society savings agreement/,37,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A42) furniture/equipment,652,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,24,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,36,(A33) delay in paying off in the past,(A42) furniture/equipment,7678,(A63) 500 <= ... < 1000 DM,(A74) 4 <= ... < 7 years,2,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",40,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A13) ... >= 200 DM /,6,(A34) critical account/,(A40) car (new),1343,(A61) ... < 100 DM,(A75) .. >= 7 years,1,(A93) male : single,(A101) none,4,(A121) real estate,46,(A143) none,(A152) own,2,(A173) skilled employee / official,2,(A191) none,(A202) no,Good
(A11) ... < 0 DM,24,(A34) critical account/,(A49) business,1382,(A62) 100 <= ... < 500 DM,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,1,(A121) real estate,26,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,15,(A32) existing credits paid back duly till now,(A44) domestic appliances,874,(A65) unknown/ no savings account,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,1,(A121) real estate,24,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A42) furniture/equipment,3590,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A102) co-applicant,2,(A122) if not A121 : building society savings agreement/,29,(A143) none,(A152) own,1,(A172) unskilled - resident,2,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,11,(A34) critical account/,(A40) car (new),1322,(A64) .. >= 1000 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",40,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,18,(A31) all credits at this bank paid back duly,(A43) radio/television,1940,(A61) ... < 100 DM,(A72) ... < 1 year,3,(A93) male : single,(A102) co-applicant,4,(A124) unknown / no property,36,(A141) bank,(A153) for free,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,36,(A32) existing credits paid back duly till now,(A43) radio/television,3595,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",28,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,9,(A32) existing credits paid back duly till now,(A40) car (new),1422,(A61) ... < 100 DM,(A72) ... < 1 year,3,(A93) male : single,(A101) none,2,(A124) unknown / no property,27,(A143) none,(A153) for free,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,30,(A34) critical account/,(A43) radio/television,6742,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A101) none,3,(A122) if not A121 : building society savings agreement/,36,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A41) car (used),7814,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,3,(A93) male : single,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",38,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A41) car (used),9277,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,2,(A91) male : divorced/separated,(A101) none,4,(A124) unknown / no property,48,(A143) none,(A153) for free,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,30,(A34) critical account/,(A40) car (new),2181,(A65) unknown/ no savings account,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,(A121) real estate,36,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,18,(A34) critical account/,(A43) radio/television,1098,(A61) ... < 100 DM,(A71) unemployed,4,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",65,(A143) none,(A152) own,2,(A171) unemployed/ unskilled - non-resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,24,(A32) existing credits paid back duly till now,(A42) furniture/equipment,4057,(A61) ... < 100 DM,(A74) 4 <= ... < 7 years,3,(A91) male : divorced/separated,(A101) none,3,"(A123) if not A121/A122 : car or other, not in attribute 6",43,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A46) education,795,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,53,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,24,(A34) critical account/,(A49) business,2825,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,4,(A93) male : single,(A101) none,3,(A124) unknown / no property,34,(A143) none,(A152) own,2,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A12) 0 <= ... < 200 DM,48,(A32) existing credits paid back duly till now,(A49) business,15672,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",23,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,36,(A34) critical account/,(A40) car (new),6614,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",34,(A143) none,(A152) own,2,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,28,(A31) all credits at this bank paid back duly,(A41) car (used),7824,(A65) unknown/ no savings account,(A72) ... < 1 year,3,(A93) male : single,(A103) guarantor,4,(A121) real estate,40,(A141) bank,(A151) rent,2,(A173) skilled employee / official,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,27,(A34) critical account/,(A49) business,2442,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",43,(A142) stores,(A152) own,4,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,15,(A34) critical account/,(A43) radio/television,1829,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",46,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,12,(A34) critical account/,(A40) car (new),2171,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,4,(A122) if not A121 : building society savings agreement/,38,(A141) bank,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A202) no,Good
(A12) 0 <= ... < 200 DM,36,(A34) critical account/,(A41) car (used),5800,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,3,(A93) male : single,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",34,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,18,(A34) critical account/,(A43) radio/television,1169,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A93) male : single,(A101) none,3,(A122) if not A121 : building society savings agreement/,29,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,36,(A33) delay in paying off in the past,(A41) car (used),8947,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,3,(A93) male : single,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",31,(A142) stores,(A152) own,1,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,21,(A32) existing credits paid back duly till now,(A43) radio/television,2606,(A61) ... < 100 DM,(A72) ... < 1 year,4,(A92) female : divorced/separated/married,(A101) none,4,(A122) if not A121 : building society savings agreement/,28,(A143) none,(A151) rent,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,12,(A34) critical account/,(A42) furniture/equipment,1592,(A64) .. >= 1000 DM,(A74) 4 <= ... < 7 years,3,(A92) female : divorced/separated/married,(A101) none,2,(A122) if not A121 : building society savings agreement/,35,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A202) no,Good
(A14) no checking account,15,(A32) existing credits paid back duly till now,(A42) furniture/equipment,2186,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,1,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,33,(A141) bank,(A151) rent,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A11) ... < 0 DM,18,(A32) existing credits paid back duly till now,(A42) furniture/equipment,4153,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A102) co-applicant,3,"(A123) if not A121/A122 : car or other, not in attribute 6",42,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Bad
(A11) ... < 0 DM,16,(A34) critical account/,(A40) car (new),2625,(A61) ... < 100 DM,(A75) .. >= 7 years,2,(A93) male : single,(A103) guarantor,4,(A122) if not A121 : building society savings agreement/,43,(A141) bank,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Bad
(A14) no checking account,20,(A34) critical account/,(A40) car (new),3485,(A65) unknown/ no savings account,(A72) ... < 1 year,2,(A91) male : divorced/separated,(A101) none,4,(A121) real estate,44,(A143) none,(A152) own,2,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,36,(A34) critical account/,(A41) car (used),10477,(A65) unknown/ no savings account,(A75) .. >= 7 years,2,(A93) male : single,(A101) none,4,(A124) unknown / no property,42,(A143) none,(A153) for free,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,15,(A32) existing credits paid back duly till now,(A43) radio/television,1386,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,4,(A94) male : married/widowed,(A101) none,2,(A121) real estate,40,(A143) none,(A151) rent,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A14) no checking account,24,(A32) existing credits paid back duly till now,(A43) radio/television,1278,(A61) ... < 100 DM,(A75) .. >= 7 years,4,(A93) male : single,(A101) none,1,(A121) real estate,36,(A143) none,(A152) own,1,(A174) management/ self-employed/,1,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,12,(A32) existing credits paid back duly till now,(A43) radio/television,1107,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,2,(A93) male : single,(A101) none,2,(A121) real estate,20,(A143) none,(A151) rent,1,(A174) management/ self-employed/,2,"(A192) yes, registered under the customers name",(A201) yes,Good
(A11) ... < 0 DM,21,(A32) existing credits paid back duly till now,(A40) car (new),3763,(A65) unknown/ no savings account,(A74) 4 <= ... < 7 years,2,(A93) male : single,(A102) co-applicant,2,(A121) real estate,24,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A202) no,Good
(A12) 0 <= ... < 200 DM,36,(A32) existing credits paid back duly till now,(A46) education,3711,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,2,(A94) male : married/widowed,(A101) none,2,"(A123) if not A121/A122 : car or other, not in attribute 6",27,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,15,(A33) delay in paying off in the past,(A41) car (used),3594,(A61) ... < 100 DM,(A72) ... < 1 year,1,(A92) female : divorced/separated/married,(A101) none,2,(A122) if not A121 : building society savings agreement/,46,(A143) none,(A152) own,2,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,9,(A32) existing credits paid back duly till now,(A40) car (new),3195,(A65) unknown/ no savings account,(A73) 1 <= ... < 4 years,1,(A92) female : divorced/separated/married,(A101) none,2,(A121) real estate,33,(A143) none,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Good
(A14) no checking account,36,(A33) delay in paying off in the past,(A43) radio/television,4454,(A61) ... < 100 DM,(A73) 1 <= ... < 4 years,4,(A92) female : divorced/separated/married,(A101) none,4,(A121) real estate,34,(A143) none,(A152) own,2,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A12) 0 <= ... < 200 DM,24,(A34) critical account/,(A42) furniture/equipment,4736,(A61) ... < 100 DM,(A72) ... < 1 year,2,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",25,(A141) bank,(A152) own,1,(A172) unskilled - resident,1,(A191) none,(A201) yes,Bad
(A12) 0 <= ... < 200 DM,30,(A32) existing credits paid back duly till now,(A43) radio/television,2991,(A65) unknown/ no savings account,(A75) .. >= 7 years,2,(A92) female : divorced/separated/married,(A101) none,4,"(A123) if not A121/A122 : car or other, not in attribute 6",25,(A143) none,(A152) own,1,(A173) skilled employee / official,1,(A191) none,(A201) yes,Good
(A14) no checking account,11,(A32) existing credits paid back duly till now,(A49) business,2142,(A64) .. >= 1000 DM,(A75) .. >= 7 years,1,(A91) male : divorced/separated,(A101) none,2,(A121) real estate,28,(A143) none,(A152) own,1,(A173) skilled employee / official,1,"(A192) yes, registered under the customers name",(A201) yes,Good
